Omega \ Alp2,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5
0.0,0.10296,0.09958,0.10296,0.10502,0.09976,0.10426,0.10158,0.10008,0.1017,0.10152,0.09978000000000001
0.2,0.1013,0.10354000000000001,0.10538,0.10012,0.10038,0.0952,0.09132,0.10601999999999999,0.10394,0.09868,0.09662000000000001
0.4,0.10446,0.10654000000000001,0.09916,0.1025,0.09976,0.10490000000000001,0.10144,0.09768,0.09944,0.10601999999999999,0.09334
0.6,0.10823999999999999,0.10956,0.10042,0.1024,0.10036,0.10548,0.09456,0.09604,0.10286,0.09568,0.10406
0.8,0.11462,0.10558,0.10674,0.10422,0.0979,0.10226,0.10196,0.10696,0.0996,0.10024,0.1026
1.0,0.11273999999999999,0.11398,0.10276,0.11148000000000001,0.10378,0.09788,0.10840000000000001,0.1019,0.09862,0.09926,0.10094
1.2,0.11438,0.11392000000000001,0.10978,0.10168,0.10256,0.10632,0.1019,0.10282,0.10682,0.10321999999999999,0.10074
1.4,0.12359999999999999,0.11478000000000001,0.11098000000000001,0.10348,0.09931999999999999,0.1051,0.1055,0.09662000000000001,0.10184,0.10493999999999999,0.09934
1.6,0.12364,0.11834,0.11531999999999999,0.1151,0.1025,0.10416,0.1017,0.09684000000000001,0.10134,0.09587999999999999,0.09864
1.8,0.12356,0.1185,0.11068,0.10615999999999999,0.10578,0.1036,0.09981999999999999,0.09809999999999999,0.0999,0.09709999999999999,0.10404000000000001
2.0,0.1165,0.118,0.1205,0.1103,0.106,0.10176,0.09974,0.10446,0.1014,0.09931999999999999,0.09788
